timestamp,alpha_001_sma_cross_s5_l50,alpha_002_sma_cross_s10_l100,alpha_003_sma_cross_s15_l150,alpha_004_sma_cross_s20_l200,alpha_005_sma_cross_s25_l100,alpha_006_sma_cross_s30_l150,alpha_007_sma_cross_s35_l200,alpha_008_sma_cross_s40_l250,alpha_009_sma_cross_s50_l200,alpha_010_sma_cross_s60_l250,alpha_011_sma_cross_s70_l200,alpha_012_sma_cross_s80_l250,alpha_013_sma_cross_s90_l300,alpha_014_sma_cross_s100_l300,alpha_015_sma_cross_s120_l300,alpha_016_sma_cross_s140_l300,alpha_017_sma_cross_s160_l400,alpha_018_sma_cross_s180_l400,alpha_019_sma_cross_s200_l500,alpha_020_sma_cross_s250_l500,alpha_021_ema_cross_s10_l50,alpha_022_ema_cross_s12_l100,alpha_023_ema_cross_s15_l150,alpha_024_ema_cross_s20_l200,alpha_025_ema_cross_s25_l100,alpha_026_ema_cross_s30_l150,alpha_027_ema_cross_s35_l200,alpha_028_ema_cross_s40_l250,alpha_029_ema_cross_s50_l200,alpha_030_ema_cross_s60_l250,alpha_031_ema_cross_s70_l300,alpha_032_ema_cross_s80_l300,alpha_033_ema_cross_s90_l350,alpha_034_ema_cross_s100_l400,alpha_035_ema_cross_s110_l400,alpha_036_ema_cross_s120_l450,alpha_037_ema_cross_s130_l500,alpha_038_ema_cross_s140_l500,alpha_039_ema_cross_s150_l500,alpha_040_ema_cross_s200_l500,alpha_041_macd_hist_f12_s26,alpha_042_macd_hist_f10_s30,alpha_043_macd_hist_f15_s40,alpha_044_macd_hist_f20_s50,alpha_045_macd_hist_f8_s34,alpha_046_macd_hist_f12_s50,alpha_047_macd_hist_f15_s60,alpha_048_macd_hist_f20_s70,alpha_049_macd_hist_f25_s80,alpha_050_macd_hist_f30_s100,alpha_051_macd_cross_f12_s26_sig9,alpha_052_macd_cross_f15_s35_sig10,alpha_053_macd_cross_f20_s50_sig12,alpha_054_macd_cross_f25_s75_sig15,alpha_055_macd_cross_f30_s90_sig20,alpha_056_macd_cross_f10_s40_sig9,alpha_057_macd_cross_f18_s55_sig12,alpha_058_macd_cross_f22_s70_sig15,alpha_059_macd_cross_f28_s85_sig18,alpha_060_macd_cross_f35_s100_sig20,alpha_061_momentum_p10,alpha_062_momentum_p20,alpha_063_momentum_p30,alpha_064_momentum_p50,alpha_065_momentum_p60,alpha_066_momentum_p90,alpha_067_momentum_p100,alpha_068_momentum_p120,alpha_069_momentum_p150,alpha_070_momentum_p200,alpha_071_momentum_p250,alpha_072_momentum_p300,alpha_073_momentum_p365,alpha_074_momentum_p400,alpha_075_momentum_p500,alpha_076_rsi_full_p14,alpha_077_rsi_full_p21,alpha_078_rsi_full_p28,alpha_079_rsi_full_p35,alpha_080_rsi_full_p42,alpha_081_rsi_full_p50,alpha_082_rsi_full_p60,alpha_083_rsi_full_p70,alpha_084_rsi_full_p90,alpha_085_rsi_full_p100,alpha_086_rsi_full_p120,alpha_087_rsi_full_p150,alpha_088_rsi_full_p200,alpha_089_rsi_full_p250,alpha_090_rsi_full_p300,alpha_091_bb_break_p50_std2.0,alpha_092_bb_break_p100_std2.0,alpha_093_bb_break_p200_std2.0,alpha_094_bb_break_p50_std2.5,alpha_095_bb_break_p100_std1.8,alpha_096_obv_trend,alpha_097_vol_z_long,alpha_098_vol_z_short,alpha_099_vwap_dev,alpha_100_volume_mom,alpha_101_tf_sma_s20_l100,alpha_102_tf_sma_s30_l150,alpha_103_tf_sma_s50_l200,alpha_104_tf_sma_s60_l250,alpha_105_tf_sma_s80_l300,alpha_106_tf_sma_s100_l350,alpha_107_tf_sma_s120_l400,alpha_108_tf_sma_s140_l450,alpha_109_tf_sma_s160_l500,alpha_110_tf_sma_s180_l550,alpha_111_tf_sma_s200_l600,alpha_112_tf_sma_s220_l650,alpha_113_tf_sma_s240_l700,alpha_114_tf_sma_s260_l750,alpha_115_tf_sma_s280_l800,alpha_116_tf_sma_s300_l850,alpha_117_tf_sma_s320_l900,alpha_118_tf_sma_s340_l950,alpha_119_tf_sma_s360_l1000,alpha_120_tf_sma_s400_l1100,alpha_121_tf_ema_s20_l100,alpha_122_tf_ema_s30_l150,alpha_123_tf_ema_s50_l200,alpha_124_tf_ema_s60_l250,alpha_125_tf_ema_s80_l300,alpha_126_tf_ema_s100_l350,alpha_127_tf_ema_s120_l400,alpha_128_tf_ema_s140_l450,alpha_129_tf_ema_s160_l500,alpha_130_tf_ema_s180_l550,alpha_131_tf_ema_s200_l600,alpha_132_tf_ema_s220_l650,alpha_133_tf_ema_s240_l700,alpha_134_tf_ema_s260_l750,alpha_135_tf_ema_s280_l800,alpha_136_tf_ema_s300_l850,alpha_137_tf_ema_s320_l900,alpha_138_tf_ema_s340_l950,alpha_139_tf_ema_s360_l1000,alpha_140_tf_ema_s400_l1100,alpha_141_tf_mom_p100,alpha_142_tf_mom_p150,alpha_143_tf_mom_p200,alpha_144_tf_mom_p250,alpha_145_tf_mom_p300,alpha_146_tf_mom_p365,alpha_147_tf_mom_p400,alpha_148_tf_mom_p450,alpha_149_tf_mom_p500,alpha_150_tf_mom_p550,alpha_151_tf_mom_p600,alpha_152_tf_mom_p650,alpha_153_tf_mom_p700,alpha_154_tf_mom_p750,alpha_155_tf_mom_p800,alpha_156_tf_mom_p850,alpha_157_tf_mom_p900,alpha_158_tf_mom_p950,alpha_159_tf_mom_p1000,alpha_160_tf_mom_p1050,alpha_161_tf_mom_p1100,alpha_162_tf_mom_p1150,alpha_163_tf_mom_p1200,alpha_164_tf_mom_p1250,alpha_165_tf_mom_p1300,alpha_166_tf_mom_p1350,alpha_167_tf_mom_p1400,alpha_168_tf_mom_p1450,alpha_169_tf_mom_p1500,alpha_170_tf_mom_p1600,alpha_171_donchian_break_p50,alpha_172_donchian_break_p100,alpha_173_donchian_break_p150,alpha_174_donchian_break_p200,alpha_175_donchian_break_p250,alpha_176_donchian_break_p300,alpha_177_donchian_break_p350,alpha_178_donchian_break_p400,alpha_179_donchian_break_p450,alpha_180_donchian_break_p500,alpha_181_donchian_break_p550,alpha_182_donchian_break_p600,alpha_183_donchian_break_p650,alpha_184_donchian_break_p700,alpha_185_donchian_break_p750,alpha_186_donchian_break_p800,alpha_187_donchian_break_p850,alpha_188_donchian_break_p900,alpha_189_donchian_break_p950,alpha_190_donchian_break_p1000,alpha_191_tf_bb_long_p300,alpha_192_tf_bb_long_p400,alpha_193_tf_bb_long_p500,alpha_194_tf_bb_long_p600,alpha_195_tf_bb_long_p700,alpha_196_tf_bb_long_p800,alpha_197_tf_bb_long_p900,alpha_198_tf_bb_long_p1000,alpha_199_tf_bb_long_p1100,alpha_200_tf_bb_long_p1200,forward_return,alpha_new_rsi_mr_p6,alpha_new_rsi_mr_p12,alpha_new_rsi_mr_p18,alpha_new_rsi_mr_p24,alpha_new_rsi_mr_p30,alpha_new_bb_mr_p20_d2.0,alpha_new_bb_mr_p20_d3.0,alpha_new_bb_mr_p30_d2.0,alpha_new_bb_mr_p30_d3.0,alpha_new_bb_mr_p40_d2.0,alpha_new_bb_mr_p40_d3.0,alpha_new_bb_mr_p50_d2.0,alpha_new_bb_mr_p50_d3.0,alpha_new_bb_mr_p60_d2.0,alpha_new_bb_mr_p60_d3.0,alpha_new_bb_break_p20_d2.0,alpha_new_bb_break_p20_d1.5,alpha_new_bb_break_p10_d1.5,alpha_new_bb_break_p30_d2.0,alpha_new_bb_break_p50_d2.0,alpha_new_ma_z_mr_p10,alpha_new_ma_z_mr_p20,alpha_new_ma_z_mr_p50,alpha_new_ma_z_mr_p100,alpha_new_ma_z_mr_p200,alpha_new_roc_mr_p3,alpha_new_roc_mr_p5,alpha_new_roc_mr_p10,alpha_new_roc_mr_p20,alpha_new_roc_mr_p60,alpha_new_cci_mr_p14,alpha_new_cci_mr_p20,alpha_new_cci_mr_p40,alpha_new_cci_mr_p60,alpha_new_cci_mr_p100,alpha_new_wr_mr_p14,alpha_new_wr_mr_p28,alpha_new_wr_mr_p42,alpha_new_wr_mr_p56,alpha_new_wr_mr_p70,alpha_new_cmo_mr_p9,alpha_new_cmo_mr_p14,alpha_new_cmo_mr_p20,alpha_new_cmo_mr_p30,alpha_new_cmo_mr_p50,alpha_new_sigma_spike_p20_k1.0,alpha_new_sigma_spike_p20_k2.0,alpha_new_sigma_spike_p50_k2.0,alpha_new_sigma_spike_p10_k1.0,alpha_new_sigma_spike_p100_k2.0
2020-09-04,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0267314318529863,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,-1,-1,-1,-1,0,0,1,0,0,0,1,1,1,1,-1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-05,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0087936424580896,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,-1,-1,-1,-1,0,0,1,0,0,0,1,1,1,1,-1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-06,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117594532336791,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,-1,1,1,1,-1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-07,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0240626047813032,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,-1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-08,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0089120171546703,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,1,1,1,1,-1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2020-09-09,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114117516970355,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,-1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-10,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0050213285525899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,-1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2020-09-11,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0048585794310833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,1,-1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-12,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0105917833206238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,1,-1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-13,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325705964143103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,-1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-14,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105662925141363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,-1,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2020-09-15,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159036372645631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
